대피소,사이트제목,성별,연령,직업,소득,결혼,자녀,주거,시도,구,동,자동차
한라산 진달래밭,한라산(성판악~사라오름~진달래대피소~백록담~관음사)2019.01.29,F,3,"교직 (교사, 유치원교사, 학원강사)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,안산시 단원구,신길동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
한라산 속밭,한라산 원정대(1)그 고생의 서막. / 성판악코스 / 입구~속밭 대피소까지.,F,3,기타 ,500~599만원,예    ,자녀 없음 ,아파트/ 주상복합,부산,수영구,망미1동,
지리산 연하천,지리산 종주<2일차> : 연하천-세석대피소,M,2,"학생 (초중고학생, 대학생, 대학원생)",500~599만원,아니오,          ,아파트/ 주상복합,대구,동구,신천3동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
한라산 윗세,[제주 한라산] 영실 - 윗세 오름 대피소 - 어리목,M,3,,,      ,          ,,서울,구로구,구로4동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
지리산 세석,지리산/백무동에서 세석대피소,M,4,,,      ,          ,,울산,중구,반구동,
지리산 치밭목,2018-07-18 지리산 새재마을~치밭목대피소,M,5,,,      ,          ,,서울,서초구,방배본동,
북한산 대피소,용암사지터(북한산대피소),F,2,"전문직 (의사, 판검사, 예술가, 종교인)",400~499만원,아니오,          ,아파트/ 주상복합,서울,강남구,역삼2동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
북한산 대피소,[타이거OB산악회] 북한산 단풍산행... 북한산성매표소-산영루-태고사갈림길-북한산대피소-용암문-위문-새마을교-북한산성매표소_2018.10.21(일),M,2,,,      ,          ,,경기,광주시,탄벌동,
북한산 대피소,20190421 북한산 진달래능선 - 북한산대피소 - 산성입구,M,5,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,시흥시,정왕동,
설악산 소청,설악산 백담사~소청대피소 (5/19~21)/ 첫째날,M,2,"학생 (초중고학생, 대학생, 대학원생)",100만원 미만,아니오,          ,연립주택/ 다세대/ 빌라,서울,은평구,신사1동,
설악산 소청,설악산 소청 대피소 예약 당첨,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,아파트/ 주상복합,서울,광진구,구의3동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
한라산 탐라계곡,한라산(관음사 탐방 안내소~탐라계곡 대피소~삼각봉 대피소~한라산~진달래 밭 대피소~속밭 대피소~성판악. 180831.금),F,3,,,      ,          ,,인천,서구,심곡동,
설악산 수렴동,<설악산 등산> 백담사- 영시암-수렴동대피소-봉정남,F,3,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,아니오,          ,오피스텔,인천,부평구,부평5동,
설악산 양폭,2019년 10월 26~27일 (1박2일 ) 설악산 양폭대피소 단풍보러가요.,M,4,,,      ,          ,,서울,노원구,상계3.4동,
지리산 장터목,[지리산/백무동코스/천왕봉/장터목대피소/국내여행] 1박2일 지리산 막바지 가을산행길 (ft. 가을고생길),M,5,,,      ,          ,,경기,화성시,반월동,
지리산 세석,[대중교통으로 찾은 지리산 성중종주] 첫째날 성삼재에서 세석대피소까지 약 20km를 놀며쉬며 여유로운 산행했다,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,양산시,삼호동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
설악산 중청,설악산 대청봉 1박 일출 산행 (중청대피소 3대의 덕),M,3,,,      ,          ,,서울,서초구,서초1동,
지리산 치밭목,지리산(대원사-새재-치밭목대피소-천왕봉),M,3,,,      ,          ,,경남,통영시,광도면,
설악산 소청,설악산 소청 대피소 예약 당첨,F,2,"사무직 (일반사무직, 공무원, 직업군인)",100~199만원,아니오,          ,아파트/ 주상복합,경기,안양시 동안구,호계2동,
한라산 윗세,[제주도] 2018년 10월: 한라산 영실코스 (윗세 오름 대피소 남벽분기점 영실통제소),M,2,"학생 (초중고학생, 대학생, 대학원생)",500~599만원,아니오,          ,아파트/ 주상복합,대구,동구,신천3동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
한라산 윗세,[한라산] 영실~윗세오름 대피소 (2019.2.5),F,5,"전문직 (의사, 판검사, 예술가, 종교인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,수영구,민락동,
설악산 양폭,설악산 양폭대피소에서 잠을 청하고 싶다.,M,5,"자영업 (도소매업, 숙박업, 미용업)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,달성군,화원읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
설악산 중청,설악산 대청봉 중청대피소 숙박,F,4,,,      ,          ,,부산,금정구,장전동,
설악산 중청,설악산 대청봉 1박 일출 산행 (중청대피소 3대의 덕),F,2,,,      ,          ,,서울,용산구,이태원1동,
한라산 진달래밭,[이색 휴게소] 한라산 성판악 진달래 휴게소 = 진달래밭 대피소,M,5,,,      ,          ,,서울,강서구,등촌2동,
지리산 세석,지리산/백무동에서 세석대피소,F,4,,,      ,          ,,부산,사상구,학장동,
지리산 치밭목,2018-07-18 지리산 새재마을~치밭목대피소,F,4,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,관악구,낙성대동,
소백산 연화봉,소백산 국립공원 등산 - 코스 : 죽령 탐방지원센터 - 제2연화봉/연화봉 대피소,M,5,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,부천시 원미구,상3동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
오대산 노인봉,오대산 노인봉 소금강 겨울 등산코스로의 산행 / 2부 노인봉대피소~소금강,M,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",200~299만원,아니오,          ,단독주택,경북,포항시 북구,죽도동,
덕유산 향적봉,덕유산 향적봉대피소 기적의 1박,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,양산시,삼호동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
한라산 진달래밭,한라산(관음산 탐방지원센터~삼각봉대피소~한라산~진달래밭 대피소~사라오름~쑥밭 대피소~성판악 탐방지원 센터. 190804. 일),M,3,,,      ,          ,,울산,북구,상안동,
북한산 대피소,[타이거OB산악회] 북한산 단풍산행... 북한산성매표소-산영루-태고사갈림길-북한산대피소-용암문-위문-새마을교-북한산성매표소_2018.10.21(일),F,2,,,      ,          ,,서울,강남구,논현1동,
덕유산 향적봉,덕유산 향적봉대피소 기적의 1박,F,5,"주부 (전업주부, 파트타임 근무 주부)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,노원구,월계2동,
소백산 연화봉,흰 꽃들이 많이 피어 있었던 소백산 제2연화봉 대피소 가는 길 그리고 맛있게 먹은 저녁식사 20190601,M,3,무직,100만원 미만,아니오,          ,연립주택/ 다세대/ 빌라,경남,진주시,봉래동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
지리산 연하천,지리산 연하천대피소에서 날아온 소식 지리산 등로 샘물처럼 달콤 감동,M,3,,,      ,          ,,서울,강남구,압구정동,
지리산 장터목,[지리산/백무동코스/천왕봉/장터목대피소/국내여행] 1박2일 지리산 막바지 가을산행길 (ft. 가을고생길),M,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,달성군,다사읍,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
북한산 대피소,7.27(토) 북한산 문수봉. 북한산대피소,F,3,,,      ,          ,,인천,서구,심곡동,
오대산 노인봉,[안내산악회] 2019년 05월 18일 강원도 강릉 오대산 노인봉,M,2,,,      ,          ,,경기,수원시 장안구,천천동,
한라산 진달래밭,한라산 겨울 산행 / 진달래 대피소 / 한라산 백록담,M,4,,,      ,          ,,대구,중구,동성로3가,
지리산 장터목,등산_ 지리산 장터목대피소,F,4,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,부천시 원미구,역곡1동,
소백산 연화봉,[등산 No.17] 소백산 산행(연화봉대피소) 천동/비로봉/죽령(18/01/27 ~28일),M,5,,,      ,          ,,경기,부천시 원미구,상동,
덕유산 삿갓골재,덕유산 육십령 ~ 삿갓재대피소 ~ 황점마을(201908310901),M,4,,,      ,          ,,서울,강남구,개포1동,
소백산 연화봉,[등산] 소백산-연화봉대피소,M,2,,,      ,          ,,경기,안산시 상록구,사3동,
소백산 연화봉,소백산 제2연화봉 대피소의 모든 것,M,2,"학생 (초중고학생, 대학생, 대학원생)",100만원 미만,아니오,          ,연립주택/ 다세대/ 빌라,서울,금천구,시흥1동,
북한산 대피소,<북한산> 밤골~밤골계곡~백운대~북한산대피소~산성입구,M,4,"전문직 (의사, 판검사, 예술가, 종교인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,화성시,능동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
지리산 연하천,지리산 종주<2일차> : 연하천-세석대피소,F,4,"교직 (교사, 유치원교사, 학원강사)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,부천시 원미구,중2동,
소백산 연화봉,[등산] 소백산-연화봉대피소,M,5,"관리직 (사장, 간부, 고위공무원)",500~599만원,예    ,자녀 있음 ,오피스텔,서울,서대문구,창천동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
설악산 양폭,2019년 10월 26~27일 (1박2일 ) 설악산 양폭대피소 단풍보러가요.,M,3,,,      ,          ,,전북,전주시 덕진구,우아동3가,
소백산 연화봉,소백산 제2연화봉 대피소 숙박산행,M,2,,,      ,          ,,울산,남구,옥동,
한라산 윗세,[제주 한라산] 영실 - 윗세오름대피소 - 어리목,M,3,,,      ,          ,,서울,강동구,둔촌1동,
북한산 대피소,용암사지터(북한산대피소),M,3,,,      ,          ,,제주,서귀포시,동홍동,"경차 (모닝, 스파크 등)"
설악산 중청,설악산 중청대피소 단계적 폐쇄,F,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강남구,삼성동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
한라산 진달래밭,한라산(성판악~사라오름~진달래대피소~백록담~관음사)2019.01.29,M,2,,,      ,          ,,대구,북구,동천동,
설악산 소청,설악산 소청대피소에서 하룻밤 (2019. 6.14~15),M,2,,,      ,          ,,부산,동구,범일2동,
오대산 노인봉,오대산 노인봉 소금강 겨울 등산코스로의 산행 / 2부 노인봉대피소~소금강,F,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 장안구,율전동,
한라산 진달래밭,12/4 한라산 등반 진달래밭 대피소에서 정상 백록담까지,M,3,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강서구,등촌동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
덕유산 삿갓골재,덕유산 1박2일 (설천봉~삿갓재대피소~남덕유산),M,3,"교직 (교사, 유치원교사, 학원강사)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,부천시 원미구,춘의동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
소백산 연화봉,소백산 제2연화봉 대피소 숙박산행,M,3,,,      ,          ,,대전,서구,갈마2동,
지리산 노고단,지리산 노고단 대피소 숙박하고 정상까지 - 아이와 함께,M,3,,,      ,          ,,서울,강동구,둔촌1동,
소백산 연화봉,겨울 소백산 1박2일 천동 에서 죽령 휴게소 까지 (제2 연화봉 대피소),M,2,,,      ,          ,,인천,중구,신흥동3가,
소백산 연화봉,겨울 소백산 1박2일 천동 에서 죽령 휴게소 까지 (제2 연화봉 대피소),M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,양산시,삼호동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
덕유산 향적봉,덕유산 향적봉대피소 예약하기(컴),M,4,,,      ,          ,,강원,정선군,사북읍,
소백산 연화봉,흰 꽃들이 많이 피어 있었던 소백산 제2연화봉 대피소 가는 길 그리고 맛있게 먹은 저녁식사 20190601,M,2,"학생 (초중고학생, 대학생, 대학원생)",400~499만원,아니오,          ,아파트/ 주상복합,전북,익산시,황등면,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
설악산 양폭,설악산(소공원에서 양폭대피소까지) 2018.6.12,M,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경남,진주시,금산면,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
설악산 중청,설악산 대청봉 1박 일출 산행 (중청대피소 3대의 덕),M,2,,,      ,          ,,서울,동대문구,휘경2동,
덕유산 삿갓골재,덕유산 1박2일 (설천봉~삿갓재대피소~남덕유산),M,5,무직,100만원 미만,예    ,자녀 있음 ,아파트/ 주상복합,인천,연수구,송도동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
지리산 연하천,지리산 종주<2일차> : 연하천-세석대피소,M,3,,,      ,          ,,서울,강동구,둔촌동,
지리산 치밭목,지리산(대원사-새재-치밭목대피소-천왕봉),M,4,,,      ,          ,,부산,동구,좌천동,
지리산 세석,[지리산 국립공원] 지리산 세석대피소 처음 이용자를 위한 소개(정보)글,M,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,노원구,상계6.7동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
지리산 치밭목,2018-07-18 지리산 새재마을~치밭목대피소,F,2,,,      ,          ,,경기,시흥시,대야동,
한라산 윗세,[제주도] 2018년 10월: 한라산 영실코스 (윗세 오름 대피소 남벽분기점 영실통제소),M,4,,,      ,          ,,경기,시흥시,조남동,
북한산 대피소,20190421 북한산 진달래능선 - 북한산대피소 - 산성입구,M,5,"관리직 (사장, 간부, 고위공무원)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,경북,포항시 북구,항구동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
