주변관광,사이트제목,성별,연령,직업,소득,결혼,자녀,주거,시도,구,동,자동차
돌문화공원, 제주여행제주관광  제주 돌문화공원,M,2,,,      ,          ,,인천,계양구,병방동,
화진포,강원도 고성 여행  화진포 신서유기에도 나왔네요,M,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,오피스텔,서울,영등포구,양평동2가,
미천굴,제주 일출랜드 그리고 미천굴,F,2,,,      ,          ,,울산,남구,무거동,
합천보조댐,경상남도 산책길  합천 가볼만한곳 산책하며 데이트하기 좋은 길 합천 보조댐 수변생태 탐방로,M,3,,,      ,          ,,서울,강남구,개포동,
고석정,고석정 : 네이버 통합검색,F,3,,,      ,          ,,충남,홍성군,홍북면,
미륵사,익산 미륵사지,F,5,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,영등포구,영등포본동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
팔봉산,191117 홍천 팔봉산 블랙야크100대명산 산림청100대명산 한국의산하인기100산,M,3,,,      ,          ,,광주,광산구,신가동,
청룡사,191119 안성 서운산 산행청룡사주차장청룡사정상 왕복코스 끝물 단풍 감상하기,M,2,,,      ,          ,,광주,북구,용봉동,
신정호,신정호 : 네이버 통합검색,F,4,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,강북구,수유동,
청학사,SNS 서포터즈 연수구 사찰 여행 호불사와 청학사 가을 산책,F,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,아니오,          ,단독주택,대구,동구,효목1동,"경차 (모닝, 스파크 등)"
미륵사,미륵사지 : 네이버 통합검색,M,4,"판매직 (상점점원, 보험설계사, 노점상)",200~299만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,경기,시흥시,정왕동,
대구화원,대구 화원 카페 커피문화 작은 창고형카페,F,5,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,시흥시,신천동,
가산산성,가을이 오면 가산산성,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,은평구,진관동,
한국차소리문화공원,보성여행 보성차밭빛축제  한국차소리문화공원,M,3,,,      ,          ,,서울,노원구,상계5동,
고석정,고석정 : 네이버 플레이스,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,아파트/ 주상복합,경기,용인시 수지구,죽전동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산정호수,초가을의 야유회-포천의 볼거리(비둘기낭 폭포)놀거리(산정호수)먹거리(신선대 유원지)등을 충족한 당일여행코스..!!~ : 네이버 블로그,F,2,기타 ,100~199만원,아니오,          ,아파트/ 주상복합,서울,강남구,세곡동,
한탄강,포천 한탄강 하늘다리 : 네이버 통합검색,F,3,"자영업 (도소매업, 숙박업, 미용업)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,은평구,불광1동,
흥룡사,포천여행 백운산 자락에 있는 흑룡사,M,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,남양주시,오남읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
청도용암온천,청도용암온천 즐기고 빛축제까지,F,3,"교직 (교사, 유치원교사, 학원강사)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,사상구,학장동,
안면도,안면도 갈만한곳 : 네이버 통합검색,M,3,,,      ,          ,,서울,영등포구,당산동5가,
변산해수욕장,변산 해수욕장 스타렉스 캠핑카 타고 여행  갯벌체험으로 조개를 캤어요,F,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,아파트/ 주상복합,대구,북구,침산동,
용호씨사이드,부산 용호동 씨사이드 분쟁 부산시 관광지 취소 경고,M,5,,,      ,          ,,서울,강남구,논현2동,
다덕약수,봉화 약수식당  다덕약수 로 만든 토종닭백숙,F,4,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,송파구,거여2동,"대형차 (제너시스, BMW5급 등)"
벽골제,놀거리가 가득한 곳  김제 벽골제,F,2,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,아파트/ 주상복합,경기,남양주시,별내면,
신륵사,여주 가볼만한곳 색색의 연등이 예쁜 신륵사,M,3,,,      ,          ,,경기,광주시,오포읍,
제주남원,최고라고 말하고싶은 제주 남원 맛집,M,3,,,      ,          ,,경기,안양시 만안구,안양6동,
안면도,안면도 갈만한곳 : 네이버 통합검색,M,4,,,      ,          ,,경기,포천시,신북면,
계림사,김천 동부리 마애지장보살좌상 계림사 석조나한좌상,M,4,,,      ,          ,,경기,안성시,대덕면,
정남진우산도,정남진 장흥 물 축제 여행 정남진 전망대 위대한 영웅 안중근을 만나다,M,3,,,      ,          ,,경기,고양시 덕양구,행신2동,
오전약수,태백산에 싸여있는 봉화군 물야 오전약수,F,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,동래구,낙민동,"소형SUV/CUV (티볼리, QM3 등)"
해남사,해남사 양대응 스님,F,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,동작구,사당1동,
한탄강,포천한탄강하늘다리 : 네이버 통합검색,M,3,,,      ,          ,,대구,북구,대현동,
신정호,신정호축제 : 네이버 통합검색,F,5,,,      ,          ,,서울,노원구,상계1동,
영수사,최종훈 경찰관... :: 네이버 뉴스영수사,M,5,"자영업 (도소매업, 숙박업, 미용업)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,성동구,행당동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
마곡온천,강화도 여행 마곡 맛집  동천  석모도미네랄온천,F,4,,,      ,          ,,서울,강남구,개포1동,
산정호수,산정호수 : 네이버 통합검색,F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 없음 ,단독주택,충북,청원군,북이면,
휘닉스파크,가을 여행지 평창 가볼만한 곳 휘닉스 파크 1박 2일  양떼목장 체험까지,M,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,경북,영주시,풍기읍,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
산정호수,산정호수 그 물 위를 걷다 포천 산정호수 둘레길,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 없음 ,아파트/ 주상복합,울산,중구,성안동,
등명,강릉 해수욕장 추천 작지만 편안한 등명해변등명해수욕장,F,3,"교직 (교사, 유치원교사, 학원강사)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,전남,무안군,삼향면,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
한탄강,한탄강 유원지 : 네이버 플레이스 검색 결과,F,5,"생산/노무직 (생산감독, 경비원, 공장근로자)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,광주시,오포읍,
함덕해안,제주 바다가 보이는 카페제주도 조천함덕해안도로 바람과바다,M,3,"서비스직 (요식업, 숙박업, 미용실종업원)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,인천,남동구,구월4동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
수옥정,수옥정과 수옥폭포   충북괴산여행,F,2,기타 ,100~199만원,아니오,          ,아파트/ 주상복합,서울,강남구,세곡동,
직지사,김천 직지사  템플스테이 1박2일,M,4,"전문직 (의사, 판검사, 예술가, 종교인)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,관악구,은천동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
마한문화,영암 마한문화공원 191125,F,3,"판매직 (상점점원, 보험설계사, 노점상)",400~499만원,예    ,자녀 없음 ,오피스텔,인천,계양구,계산동,
회상나루,회상나루 객주촌,M,5,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,안양시 동안구,호계동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
한탄강,포천 나들이 비둘기낭폭포 / 한탄강하늘다리 / 계류리예술창고 : 네이버 블로그,F,5,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,단독주택,부산,강서구,대저1동,
산정호수,포천 산정호수 : 네이버 통합검색,M,4,,,      ,          ,,경북,포항시 남구,해도동,
한탄강,포천 한탄강 하늘다리 : 네이버 통합검색,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,울산,북구,송정동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
신정호,아산신정호 : 네이버 통합검색,F,3,기타 ,400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,서초구,우면동,
남당,[어린이체험학습 아그로랜드] 어린이체험학습... 충남 당진에 있는 아그로랜드 태신목장~<서해안가볼만한곳> : 네이버 블로그,F,5,,,      ,          ,,서울,강서구,화곡4동,
복전암,토요산행   보문산,F,2,,,      ,          ,,서울,구로구,개봉동,
강화종합리조트,강화 길상면  강화씨사이드리조트강화도루지,M,4,,,      ,          ,,서울,영등포구,신길동,
한탄강,[ 포천 데이트 장소 ] 하늘다리 / 한탄강 주상절리 길 / 주차장 / 운동화 신고 가기! / 날 좋을 때 한번 더! : 네이버 블로그,M,4,,,      ,          ,,경기,수원시 장안구,정자3동,
영산호쌀문화테마공원,이천 농업테마공원 쌀문화전시관에서 쌀에 대해 배워봐요,F,4,,,      ,          ,,경기,안양시 동안구,평촌동,
신화역사공원,제주 신화역사공원 홍차 카페 다만프레르,M,4,,,      ,          ,,충남,연기군,조치원읍,
한탄강,포천 한탄강 하늘다리 : 네이버 통합검색,M,5,"교직 (교사, 유치원교사, 학원강사)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,동래구,낙민동,
함덕해안,제주 바다가 보이는 카페제주도 조천함덕해안도로 바람과바다,M,2,,,      ,          ,,경북,경산시,옥곡동,
장호,장호비치캠핑장 삼척여행,F,5,,,      ,          ,,서울,동작구,흑석동,
흥덕사,흥덕사 백운문화한마당 참석,M,2,,,      ,          ,,서울,관악구,봉천동,
협재해안,나혼자산다수요미식회 맛집 제주 협재해안 수우동,M,3,"사무직 (일반사무직, 공무원, 직업군인)",100~199만원,아니오,          ,단독주택,경기,남양주시,와부읍,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
한탄강,포천 가볼만한곳 한탄강 하늘다리 비둘기낭 폭포 : 네이버 블로그,F,4,,,      ,          ,,경기,남양주시,평내동,
흥룡사,포천여행 백운산 자락에 있는 흑룡사,M,5,,,      ,          ,,경기,고양시 덕양구,토당동,
회산연꽃방죽,일로읍 회산연꽃방죽이야기회산백련지연꽃나들이목포꽃집목포꽃배달 남악꽃배달 일로꽃배달무안꽃배달,F,4,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,이천시,대월면,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
약수암,도당산시사재 대광사 약수암,F,3,,,      ,          ,,서울,은평구,불광1동,
평창용평,평창가볼만한곳평창 용평리조트 타워콘도 와 용평 워터파크 피크아일랜드현대홈쇼핑,M,4,"판매직 (상점점원, 보험설계사, 노점상)",200~299만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,경기,시흥시,정왕동,
죽도,마두역맛집 솥뚜껑통김치찌개(국수예찬) 우리밀국수도 팥죽도 맛있네~ : 네이버 블로그,F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 권선구,고색동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
문장대온천,문장대온천개발 온천지구 지정 사실상 백지화 가능성 커,F,4,"주부 (전업주부, 파트타임 근무 주부)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,충북,청주시 흥덕구,분평동,
아리랑마을,국악의 고장 전라남도 진도  국립남도국악원 아리랑 마을,F,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,노원구,상계8동,
호미곶,포항펜션 두남자와 함께했던 코지스위트펜션 죽도시장호미곶,F,2,"학생 (초중고학생, 대학생, 대학원생)",400~499만원,아니오,          ,아파트/ 주상복합,경기,안양시 동안구,호계동,
제주헬스케어타운,추석제주여행  헬스케어타운리조트  한림칼국수  카페라이슬라,F,5,"생산/노무직 (생산감독, 경비원, 공장근로자)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,구리시,인창동,
전통한방휴양,전통한방휴양관광지 산청동의보감촌공진단만들기 체험,M,5,"서비스직 (요식업, 숙박업, 미용실종업원)",500~599만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,동두천시,광암동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
해운대,부산선인장 부산선인장농장 청하각선인장 부산개업화분 해운대선인장 선인장도매 플랜테리어식물 : 네이버 블로그,M,3,"사무직 (일반사무직, 공무원, 직업군인)",100~199만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,부천시 원미구,중3동,"경차 (모닝, 스파크 등)"
거제남부,거제 남부 해변길 걷기함목다대다포천장산여차여차홍포전망대홍포대포근포근포마을명사저구항,F,4,,,      ,          ,,서울,관악구,보라매동,
안적사,기장 안적사에서 가을을 맞이했습니다,F,2,무직,200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,부천시 오정구,고강동,
