선호관광,사이트제목,성별,연령,직업,소득,결혼,자녀,주거,시도,구,동,자동차
신정호,신정호축제 : 네이버 통합검색,F,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,달성군,구지면,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
팜파스종합휴양,팜파스종합휴양관광단지,M,2,,,      ,          ,,광주,동구,궁동,
보덕사,보덕사 예산,F,4,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,통영시,광도면,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
보적사,나홀로 가을 산행  독산성 세마대지 보적사 다녀오기,F,4,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,도봉구,창1동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
죽도,마두역맛집 솥뚜껑통김치찌개(국수예찬) 우리밀국수도 팥죽도 맛있네~ : 네이버 블로그,F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 권선구,고색동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
돌문화공원, 제주여행제주관광  제주 돌문화공원,M,5,"교직 (교사, 유치원교사, 학원강사)",800~899만원,예    ,자녀 있음 ,단독주택,울산,중구,남외동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
라비에벨,부천예식장 라비에벨웨딩 기억에 많이 남을 것 같아요,F,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,성북구,동소문동4가,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
대구화원,대구 화원 카페 커피문화 작은 창고형카페,F,5,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,시흥시,신천동,
가산산성,가을이 오면 가산산성,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,은평구,진관동,
문장대온천,문장대온천개발 온천지구 지정 사실상 백지화 가능성 커,F,4,"주부 (전업주부, 파트타임 근무 주부)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,충북,청주시 흥덕구,분평동,
거제남부,거제 남부 해변길 걷기함목다대다포천장산여차여차홍포전망대홍포대포근포근포마을명사저구항,M,4,"전문직 (의사, 판검사, 예술가, 종교인)",900~999만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,과천시,원문동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
경주보문,경주 단풍 보문단지 산책 with 무지개,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,천안시 서북구,성거읍,
봉개휴양림,제주교래자연휴양림 큰지그리오름 봉개음식물처리장 냄새 최악,F,3,기타 ,500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,달서구,본리동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
알펜시아,강원도여행 평창 알펜시아 홀리데이인스위트 투베드룸과 오션700 워터파크,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,구로구,오류동,
아리랑마을,국악의 고장 전라남도 진도  국립남도국악원 아리랑 마을,F,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,노원구,상계8동,
대구화원,대구 화원 카페 커피문화 작은 창고형카페,M,2,"생산/노무직 (생산감독, 경비원, 공장근로자)",100~199만원,아니오,          ,아파트/ 주상복합,서울,양천구,신정6동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
김녕해수욕장,제주도 바다 색이 아름다운 김녕해수욕장 물놀이,F,5,,,      ,          ,,서울,동대문구,제기동,
돈내코,제주 원앙폭포 신비함을 느끼고 싶다면 꼭 돈내코,F,5,"교직 (교사, 유치원교사, 학원강사)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,노원구,상계6.7동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
태종대,부산 해동용궁사와 태종대로 효도관광,M,4,,,      ,          ,,서울,성북구,길음동,
한국차소리문화공원,보성여행 보성차밭빛축제  한국차소리문화공원,M,3,,,      ,          ,,서울,노원구,상계5동,
개척사,미국 개척사에 두드러진 두 청년,F,2,"학생 (초중고학생, 대학생, 대학원생)",400~499만원,아니오,          ,단독주택,서울,송파구,석촌동,
호미곶,포항펜션 두남자와 함께했던 코지스위트펜션 죽도시장호미곶,F,2,"학생 (초중고학생, 대학생, 대학원생)",400~499만원,아니오,          ,아파트/ 주상복합,경기,안양시 동안구,호계동,
울산강동,울산 강동 화암 주상절리 예술작품 같은 일출,M,3,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,서대문구,북가좌동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
안면도,안면도 갈만한곳 : 네이버 통합검색,F,2,,,      ,          ,,서울,마포구,성산2동,
대관령어흘리,대관령 어흘리 100년 소나무 숲길  대관령 치유의 숲길,F,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,금천구,가산동,"스포츠 (제네시스 쿠페, BMW M, 벤츠 AMG 등)"
제주헬스케어타운,추석제주여행  헬스케어타운리조트  한림칼국수  카페라이슬라,F,5,"생산/노무직 (생산감독, 경비원, 공장근로자)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,구리시,인창동,
홍천온천,홍천 온천홍천에서 온천을 한다면오래된 시설이지만 물은 괜찮았던 원탕 온천목욕탕,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,부평구,부평1동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
산정호수,산정호수 : 네이버 통합검색,F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 없음 ,단독주택,충북,청원군,북이면,
휘닉스파크,가을 여행지 평창 가볼만한 곳 휘닉스 파크 1박 2일  양떼목장 체험까지,M,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,경북,영주시,풍기읍,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
청량사,가야산국립공원남산제일봉 청량사 원점회귀 등산코스,F,5,"판매직 (상점점원, 보험설계사, 노점상)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,금천구,시흥3동,
다덕약수,봉화 약수식당  다덕약수 로 만든 토종닭백숙,M,2,"학생 (초중고학생, 대학생, 대학원생)",100만원 미만,아니오,          ,기타 ,경기,수원시 영통구,영통동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
곽지,제주여행 곽지해변에서 한담공원 멋진뷰,F,3,"서비스직 (요식업, 숙박업, 미용실종업원)",300~399만원,예    ,자녀 없음 ,아파트/ 주상복합,인천,부평구,갈산동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
강원호반,좋은 터 길라잡이(풍수문의 풍수강의),M,3,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",100~199만원,아니오,          ,오피스텔,경기,부천시 원미구,상동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
금강하구둑,금강자전거길신탄진금강하구둑20190702,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 없음 ,아파트/ 주상복합,충북,충주시,안림동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
오수의견,전북 걷기 좋은 곳 전북 임실 오수의견공원,M,5,,,      ,          ,,인천,계양구,병방동,
영국사,충북 영동 가볼만한곳 천태산 영국사,M,5,"전문직 (의사, 판검사, 예술가, 종교인)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,경기,군포시,수리동,"프리미엄 (에쿠스, BMW7급 등)"
고석정,고석정 : 네이버 플레이스,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,아파트/ 주상복합,경기,용인시 수지구,죽전동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
전통한방휴양,전통한방휴양관광지 산청동의보감촌공진단만들기 체험,M,5,"서비스직 (요식업, 숙박업, 미용실종업원)",500~599만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,동두천시,광암동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
대전사,20183.09.12 대전사례관리 담당자 스터디모임 : 네이버 블로그,M,5,"전문직 (의사, 판검사, 예술가, 종교인)",500~599만원,아니오,          ,아파트/ 주상복합,경기,성남시 분당구,정자동,기타 (승합차/트럭/화물차/기타 차량 등)
산정호수,산정호수 그 물 위를 걷다 포천 산정호수 둘레길,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 없음 ,아파트/ 주상복합,울산,중구,성안동,
한탄강,포천 한탄강 하늘다리 : 네이버 통합검색,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,부산,남구,용호1동,
한탄강,한탄강 유원지 : 네이버 플레이스 검색 결과,F,4,"자영업 (도소매업, 숙박업, 미용업)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,경기,오산시,갈곶동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
일심사,오이타 여행 코스벚꽃 운해 잇신지일심사,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,단독주택,서울,노원구,상계1동,
소요산,소요산 등산코스  소요산역자재암선녀탕의상대원점회귀 3시간,F,4,"판매직 (상점점원, 보험설계사, 노점상)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,북구,만덕3동,
나주호,하늘이 내린 선물 나주호 반영,F,5,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,단독주택,경기,수원시 팔달구,고등동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
백제가요정읍사,백제의 가요 정읍사 망한가로 새롭게 태어나다,M,4,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,동대문구,장안2동,
등명,강릉 해수욕장 추천 작지만 편안한 등명해변등명해수욕장,F,3,"교직 (교사, 유치원교사, 학원강사)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,전남,무안군,삼향면,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
김녕해수욕장,제주도 바다 색이 아름다운 김녕해수욕장 물놀이,M,4,기타 ,300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,하남시,망월동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
한탄강,한탄강 유원지 : 네이버 플레이스 검색 결과,F,5,"생산/노무직 (생산감독, 경비원, 공장근로자)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,광주시,오포읍,
문장대온천,문장대온천개발 온천지구 지정 사실상 백지화 가능성 커,M,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,단독주택,경기,성남시 수정구,산성동,
함덕해안,제주 바다가 보이는 카페제주도 조천함덕해안도로 바람과바다,M,3,"서비스직 (요식업, 숙박업, 미용실종업원)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,인천,남동구,구월4동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
해운대,부산선인장 부산선인장농장 청하각선인장 부산개업화분 해운대선인장 선인장도매 플랜테리어식물 : 네이버 블로그,M,3,"사무직 (일반사무직, 공무원, 직업군인)",100~199만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,부천시 원미구,중3동,"경차 (모닝, 스파크 등)"
산정호수,초가을의 야유회-포천의 볼거리(비둘기낭 폭포)놀거리(산정호수)먹거리(신선대 유원지)등을 충족한 당일여행코스..!!~ : 네이버 블로그,F,2,기타 ,100~199만원,아니오,          ,아파트/ 주상복합,서울,강남구,세곡동,
수옥정,수옥정과 수옥폭포   충북괴산여행,F,2,기타 ,100~199만원,아니오,          ,아파트/ 주상복합,서울,강남구,세곡동,
직지사,김천 직지사  템플스테이 1박2일,M,4,"전문직 (의사, 판검사, 예술가, 종교인)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,관악구,은천동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
남원드래곤,전라도 골프 드래곤레이크cc 2박3일 남원 골프라운드 후기,F,3,"판매직 (상점점원, 보험설계사, 노점상)",400~499만원,예    ,자녀 없음 ,오피스텔,인천,계양구,계산동,
마한문화,영암 마한문화공원 191125,F,3,"판매직 (상점점원, 보험설계사, 노점상)",400~499만원,예    ,자녀 없음 ,오피스텔,인천,계양구,계산동,
거제남부,거제 남부 해변길 걷기함목다대다포천장산여차여차홍포전망대홍포대포근포근포마을명사저구항,F,4,,,      ,          ,,서울,관악구,보라매동,
영암바둑테마파크,영암 가볼만한곳  월출산 기찬랜드 가야금산조 테마공원,F,2,"학생 (초중고학생, 대학생, 대학원생)",100만원 미만,아니오,          ,아파트/ 주상복합,경북,포항시 북구,환호동,
진관사,북한산 등산코스진관사 삼천사 원점코스,M,4,"자영업 (도소매업, 숙박업, 미용업)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,이천시,신둔면,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
한탄강,(포천 가볼만한 곳) 포천아트밸리 비둘기낭폭포 한탄강 하늘다리 : 네이버 블로그,M,4,"전문직 (의사, 판검사, 예술가, 종교인)",300~399만원,아니오,          ,기타 ,충남,태안군,태안읍,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
산정호수,고요하게 당신과 걷습니다 / 비둘기낭폭포 + 산정호수 + 포천아트밸리 : 네이버 포스트,F,5,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,금천구,독산동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
